date,time,tweet,tweet_id,hashtags,user_id,username,location,num_followers,geo_enabled,long,lat,relevant,neg_sent_score,neu_sent_score,pos_sent_score,compound_sent_score,sent_class,query_location
2021-11-15,19:05:43,Help support Monte Vista’s Stampede Newspaper by eating at San Ramon’s Dos Coyotes November 15-21 from 11:30am-8:30pm! Show this post when ordering to donate 25% of your bill! @Dos_Coyotes https://t.co/M73magQLF2,1460323143386427399,[],375344333,mvstampede,"Danville, California",515,True,,,0.0,0.078,0.755,0.167,0.4912,positive,
2021-11-15,16:41:52,"Sometimes you catch #coyotes sleeping, sometimes hunting, and then other times...

#wildlifephotography #YouKnowPoo https://t.co/C8ptSZWtW7",1460286941740498947,"['coyotes', 'wildlifephotography', 'YouKnowPoo']",897601699858194432,EyaSpectre,"San Francisco, CA",665,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-11-15,10:23:22,Y’all ever hear a gang of coyotes attack before,1460191690921111552,[],713469923175981056,Fritzzgg,"San Francisco, CA",215,True,,,0.0,0.279,0.721,0.0,-0.4767,negative,
2021-11-15,03:07:25,How does one avoid coyotes on a night run in SF?,1460081980993769472,[],24239597,clarkbreyman,San Francisco,171,False,,,0.0,0.18,0.82,0.0,-0.296,negative,
2021-11-15,02:05:06,"@oxfordgirl Only for French intellectuals, &amp; a few of the toffs at Oxenford… 🤪 For the rest of us, other-people are a tremendous amusement: where would we be without our laughter, mostly at-them. Dogs &amp; coyotes spend most of their lives gazing at other dogs &amp; coyotes…",1460066298625343493,[],42617135,kesslerj,"San Francisco, CA",126,False,,,1.0,0.05,0.849,0.102,0.4147,positive,
2021-11-15,01:10:42,@603Mafia @GoldenGatePark @Austin_Network They say coyotes crossed the GG Bridge from Marin but I find that dubious. More likely is  that crazed radical ecologists dropped them off. 🤔,1460052607351734276,[],248985823,thegoodprince,"San Francisco, CA",128,False,,,0.0,0.152,0.789,0.06,-0.4649,negative,
2021-11-14,08:13:47,Coyotes howling in the Presidio https://t.co/oJ0O5poPyw,1459796691209449477,[],305351303,BruceHalperin,"San Francisco, California",2334,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-11-14,00:06:31,@DevonESawa Have you not seen the I Was Prey episode that involved coyotes?,1459674066277711873,[],588901446,erinogirl123,"San Rafael, CA",337,True,,,1.0,0.0,1.0,0.0,0.0,neutral,
2021-11-13,17:18:21,@yhdistyminen There’s people who feed all manner of wild animals. Some person was recently busted for hand feeding coyotes. I’m guessing it only takes one or two spillover events before it can become endemic in a species.,1459571347365920774,[],15729907,byJoshuaDavis,"Oakland, CA",1848,True,,,1.0,0.0,0.918,0.082,0.4939,positive,
2021-11-13,02:09:30,"Between the howling coyotes and the screeching owls, there's a lot of shit going down in the neighborhood tonight.",1459342629519253505,[],333700414,TheCaptainLou,"Danville, CA",679,False,,,0.0,0.167,0.833,0.0,-0.5574,negative,
2021-11-11,16:23:49,Any wildlife experts in Napa’s Carneros area? Foxes? Coyotes? https://t.co/aXeXYiDX7g,1458832848647901187,[],36798116,NJFrandino,"Oakland, CA",960,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-11-11,15:19:58,@mattparlmer coyotes preferrable to racoons. even urban ecosystems need predators.,1458816780298645508,[],1002602140714450944,wolftivy,San Francisco,5524,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-11-11,04:05:36,@poa_secunda But coyotes run with a simple “shoo” wtf?!,1458647070831562760,[],2590337785,yamsncollards,"Oakland, CA",445,False,,,0.0,0.407,0.593,0.0,-0.7574,negative,
2021-11-10,22:47:04,"But our openness to a wilder city could change that. Prime example: We've embraced coyotes as neighbors, and our new wily friends have helped clear out the quail's predators. (Especially feral cats.) /3 https://t.co/etDKUDAggD",1458566906831523840,[],809464383742951424,TheFrisc,"San Francisco, CA",1699,False,,,0.0,0.0,0.744,0.256,0.8922,positive,
2021-11-10,19:52:26,"As top-level predators, coyotes play an important role in our local ecosystems. They keep rodent and lagomorph (rabbits and hares) populations in check through predation. As scavengers, coyotes also help to keep our ecosystems clean of carrion.",1458522961514622978,[],19738268,MidpenOpenSpace,"Los Altos, CA",4458,True,,,1.0,0.0,0.775,0.225,0.8225,positive,
2021-11-10,19:44:39,"Quails may be coming back to San Francisco where they have been locally extinct for years, thanks to slow streets and an increase in coyotes (who eat their predators) https://t.co/5loXZqYxLh",1458521001717755904,[],292398011,kari_paul,"Oakland, CA",10037,True,,,0.0,0.0,0.843,0.157,0.6369,positive,
2021-11-10,18:56:07,"It was beginning of this year, but I hangout with a homeless man who’s been on the street since he was 15. He said coyotes in his area is his, and that coyotes talk to him. His world was fun to be in. https://t.co/KVmD4owJ2P",1458508787371757568,[],705684560,romiyrerru,"Vallejo, CA",186,True,,,1.0,0.0,0.906,0.094,0.6652,positive,
2021-11-10,04:46:44,"@vanessa_hua @BettyKPIX @KPIXtv a coyote date! 

(one was standing in the middle of the road tonite as I wound around Buena Vista… everyone in the backseat was v excited….daylight savings, the coyotes are OUT)",1458295032306278404,[],246024175,rachellevinsf,San Francisco,1876,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-11-10,04:02:17,Spotted two coyotes in North Beach on Francisco street tonight! @KPIXtv https://t.co/7Dlmp6mhVo,1458283848794476553,[],287912664,BettyKPIX,"San Francisco, CA",11184,True,,,1.0,0.0,1.0,0.0,0.0,neutral,
2021-11-10,02:37:51,"Adin Hill's one and only start in Calgary (basically his hometown) before tonight was a tough one -- seven goals allowed on 26 shots in a 7-1 Coyotes loss on Jan. 13, 2019. 

Hill looks more comfortable so far tonight. Seven saves in the first 15 minutes.",1458262597124313094,[],614759189,CurtisPashelka,"San Jose, CA",9742,True,,,0.0,0.074,0.856,0.07,0.2006,positive,
2021-11-09,11:25:44,Freaking coyotes set off my gate camera. That notification always startles me this time of night. https://t.co/fGKtERyyO6,1458033058737627139,[],1425256018561302531,randomgirlsam,"Napa, CA",1065,False,,,0.0,0.223,0.777,0.0,-0.5106,negative,
2021-11-08,16:51:36,Coyote could help return of Presidio quail https://t.co/SF5TTsbL1m via @abc7newsbayarea,1457752675416621057,[],224833160,presidiosf,"San Francisco, CA",5857,True,,,0.0,0.0,0.769,0.231,0.4019,positive,
2021-11-08,08:48:25,Coyotes are kinda scarey sounding. https://t.co/HitVzzK2hu,1457631078676512769,[],51671966,SaulVillegas45,"Pacifica, CA",669,True,,,0.0,0.325,0.675,0.0,-0.3415,negative,
2021-11-08,06:54:23,"@MucusMucous @RealRaviolius @AprilLigeia @Truthwiththord @HeathenWombat @hesanaughtyboy @VinceGottalotta @DoctorWhat7u @wisemanryder @SLordDampnut @TGeorgiao @bumpus_lumpus @shrekthepunk @Stephanielevay1 @AnthonyT2_Mufc @troypallotto @ElocinTrail @NuckChorris16 @MurphyYuiko @WastedAerospace @svensrevenge @Friendof_Darwin @brad_feinman @HillBeverlyhill @DrLazerKitty @DeplorableNEET @UncleNospik @GDToothbrush @4PeacethruDeen @mirandaisrisen @geraldpayne25 @Tsunami_64 @TheGod_Particle @Sicut_Lupus @PickleMrs @TJMair @imkimaaron @JHerbatov @lindaz333 @ChadCottle @luccaskunk @JayConcerto @wpcguy @gimmesomeloki @th1rt3en_TM @WmManry @Canna420Uk @MatHempell @_____Gem @Shelducks8 Lots of coyotes in golden gate park etc.

They’re everywhere. https://t.co/nRYJpzDGtn",1457602381965783042,[],755956502091796480,NoScienceDenial,"San Francisco, CA",4957,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-11-08,06:47:14,"@AprilLigeia @MucusMucous @Truthwiththord @HeathenWombat @hesanaughtyboy @VinceGottalotta @RealRaviolius @DoctorWhat7u @wisemanryder @SLordDampnut @TGeorgiao @bumpus_lumpus @shrekthepunk @Stephanielevay1 @AnthonyT2_Mufc @troypallotto @ElocinTrail @NuckChorris16 @MurphyYuiko @WastedAerospace @svensrevenge @Friendof_Darwin @brad_feinman @HillBeverlyhill @DrLazerKitty @DeplorableNEET @UncleNospik @GDToothbrush @4PeacethruDeen @mirandaisrisen @geraldpayne25 @Tsunami_64 @TheGod_Particle @Sicut_Lupus @PickleMrs @TJMair @imkimaaron @JHerbatov @lindaz333 @ChadCottle @luccaskunk @JayConcerto @wpcguy @gimmesomeloki @th1rt3en_TM @WmManry @Canna420Uk @MatHempell @_____Gem @Shelducks8 The coyotes make this odd yipping/high pitched howling sound. At random times all night. It’s quiet here at night and the sound travels from the hills several blocks away. Every city has open space reserved in the hills. No building ever.

7.5 million people, but lots of parks.",1457600581392994304,[],755956502091796480,NoScienceDenial,"San Francisco, CA",4957,False,,,1.0,0.049,0.951,0.0,-0.4334,negative,
2021-11-08,04:26:41,"@AprilLigeia @Truthwiththord @HeathenWombat @hesanaughtyboy @VinceGottalotta @RealRaviolius @DoctorWhat7u @wisemanryder @SLordDampnut @TGeorgiao @bumpus_lumpus @shrekthepunk @Stephanielevay1 @AnthonyT2_Mufc @troypallotto @ElocinTrail @NuckChorris16 @MurphyYuiko @MucusMucous @WastedAerospace @svensrevenge @Friendof_Darwin @brad_feinman @HillBeverlyhill @DrLazerKitty @DeplorableNEET @UncleNospik @GDToothbrush @4PeacethruDeen @mirandaisrisen @geraldpayne25 @Tsunami_64 @TheGod_Particle @Sicut_Lupus @PickleMrs @TJMair @imkimaaron @JHerbatov @lindaz333 @ChadCottle @luccaskunk @JayConcerto @wpcguy @gimmesomeloki @th1rt3en_TM @WmManry @Canna420Uk @MatHempell @_____Gem @Shelducks8 I hear coyotes in the hills
Right now. That drowns out the flushing sound of his tweets.",1457565210772840452,[],755956502091796480,NoScienceDenial,"San Francisco, CA",4957,False,,,0.0,0.046,0.954,0.0,-0.4939,negative,
2021-11-08,00:35:56,@FogleBird And also the nemesis of over-clever coyotes.,1457507142374608899,[],4254951,jefposk,Berkeley CA,2843,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-11-07,23:25:50,"@artnome If it's at night, it's most likely that they're threatened by a predator like coyotes and mountain lions, Or they could be looking for their lost calves. I have heard  a rural myth that cows mooing at night are omens that someone close to you will be passing away soon...",1457489501949886464,[],15888510,hscottroth,"Oakland, CA",1536,True,,,1.0,0.095,0.86,0.045,-0.4215,negative,
2021-11-07,19:51:31,@gwestr Come move out to Lamorinda. Trade this in for coyotes and deer,1457435566014795782,[],15013580,danieloleary,"Lafayette, CA",6755,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-11-07,18:19:54,"Raise Craze helped us track thousands of Acts of Kindness with over $27,000 raised for Krey!  350 Coyotes participated.  Here are our top $ earners as well as those who lead the way with total Acts of Kindness!  IMPRESSIVE!!  #kreycoyotes #WeareBUSD https://t.co/tZ4VgPkdka",1457412509321678848,"['kreycoyotes', 'WeareBUSD']",821962890370568192,KreyPrincipal,"Brentwood, CA",161,False,,,0.0,0.03,0.68,0.29,0.9296,positive,
2021-11-07,14:50:00,While walking Cash this morning we were in the median of our palm-lined street when 3 coyotes came trotting by us. They all turned their heads and growled as they passed within 5ft of us. We just growled back. Then we both pooped. The end.,1457359689167998981,[],2539528830,CelticWombat,"San Francisco, CA",6424,True,,,1.0,0.0,1.0,0.0,0.0,neutral,
2021-11-07,04:43:09,Took the kids out to scout a rumor about elephant seals returning to Point Reyes. And they sure are. Caught this interesting interaction between an elephant seal and a coyote. We’ve seen coyotes snooping around there before looking for snacks. Another special evening in the park. https://t.co/kDfCpzDjlI,1457206967357751302,[],985853534,WestMarinFeed,"Point Reyes, CA",4604,False,,,1.0,0.0,0.844,0.156,0.7978,positive,
2021-11-17,18:27:36,"@velovogue Lol I was so upset. I saw the two coyotes in this area playing and couldn’t get an in focus picture 🤦‍♂️BUT! I did get a few in focus, including this one haha",1461038325423218700,[],897601699858194432,EyaSpectre,"San Francisco, CA",667,True,,,1.0,0.076,0.746,0.178,0.5463,positive,
2021-11-17,17:16:00,"Coyotes in #SanFrancisco are not uncommon, yet people can live in the city for years without ever seeing them. The reason? #Coyotes are masters of camouflage. 

#UrbanEcology #UrbanWildlife #Peekaboo https://t.co/k00XJ2J9yz",1461020308572291074,"['SanFrancisco', 'Coyotes', 'UrbanEcology', 'UrbanWildlife', 'Peekaboo']",897601699858194432,EyaSpectre,"San Francisco, CA",667,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-11-16,22:33:46,@jachristian Probably pays protection to the coyotes.,1460737888501465088,[],4254951,jefposk,Berkeley CA,2846,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-11-16,20:59:03,"@TheTravelCamel @ramblRramblR A2: In #BayArea #California we hv cougars,bob cats,coyotes,deer,birds,fish,whales,sharks,sea lions,snakes,insects n lots more! My choice: #SanFrancisco garter snake- extremely difficult to find in the wild :( My other fav are Banana Slugs found on wet coastal forest floors #TRLT https://t.co/iGATshpnUX",1460714050606698497,"['BayArea', 'California', 'SanFrancisco', 'TRLT']",496289564,absolutepepper,"San Francisco, CA",545,True,,,1.0,0.127,0.809,0.064,-0.4561,negative,
2021-11-16,05:01:41,It will send a message to the Coyotes and immigrants that want to come to the USA illegally. There are pregnant women and the so called unaccompanied children. We have a huge problems with our own Homeless it is nice to help others but help our homeless first,1460473121463410693,[],1314952585854554113,Chago82980354,,2,True,,,0.0,0.034,0.778,0.187,0.7391,positive,
2021-11-16,00:56:02,"@tippin_elaina @Opethia2 Well it’s a city. It’s very crowded w houses and roads. We do somehow have coyotes, foxes, possums, raccoons and birds. Frogs don’t do well here (cats and others). Not seeing many bees lately but lots of hummingbirds.",1460411302224941057,[],17520547,rabbits4ever,"San Francisco, CA",3563,True,,,1.0,0.0,0.925,0.075,0.2732,positive,
2021-11-22,04:44:02,i live in a city … why am I scared of coyotes,1462643007455326212,[],899295842150035456,mikeysneakerss,"San Francisco, CA",129,True,,,1.0,0.209,0.791,0.0,-0.4404,negative,
2021-11-22,02:01:36,"Killed for fur trim: While other fashion brands go fur-free, Moncler continues to use fur stolen from coyotes, foxes, raccoons, and raccoon dogs for its jackets. Take action! https://t.co/K2cjhqO3XE via @PETA",1462602130158587912,[],894340171277058048,L_PlatoSmith,"Oakland, CA",95,False,,,0.0,0.216,0.784,0.0,-0.8398,negative,
2021-11-21,22:27:06,"Sooo, I saw a *few* #Coyotes this morning. Many more pics to come, but…damn! This was such a cool moment to capture. 

#urbanecology #urbanwildlife #wildlifephotography https://t.co/fEtVnPWYPI",1462548150292389891,"['Coyotes', 'urbanecology', 'urbanwildlife', 'wildlifephotography']",897601699858194432,EyaSpectre,"San Francisco, CA",679,True,,,1.0,0.0,0.906,0.094,0.3802,positive,
2021-11-21,04:09:53,@skittishprey We.can hike around and see coyotes,1462272027390185473,[],14964459,greggawatt,Solano County,2514,True,,,0.0,0.0,1.0,0.0,0.0,neutral,
2021-11-21,01:32:53,"@Number31 Just big coyotes. No wolves around here. Yet. They’ve spotted a few in California up north, so they’re making their way back",1462232515305902086,[],15148814,schtimpy27,"Oakland, CA; Ohlone land",624,True,,,1.0,0.091,0.909,0.0,-0.296,negative,
2021-11-20,23:32:53,Spotted two coyotes running loose at McClaren Park…when will Chesa put a stop to this lawlessness?? @hknightsf,1462202315763445760,[],1267236543338385409,PippengerHarlo,San Francisco,188,False,,,0.0,0.245,0.755,0.0,-0.594,negative,
2021-11-20,22:40:28,@FG2Hummingbirds @SamKlinnert @mmpadellan After the fires in Cali the coyotes and mountain  lions are coming down and are alot more aggressive. I'd rather not take the chance.,1462189124526358532,[],1456379744119767040,caligunlover408,"San Jose, CA",7,False,,,1.0,0.127,0.873,0.0,-0.3885,negative,
2021-11-20,21:51:26,@FG2Hummingbirds @SamKlinnert @mmpadellan I'm in the hills we have mountain lions and coyotes. You need some protection or you'll have to explain to your kids why fluffy didn't make it home.,1462176785177612294,[],1456379744119767040,caligunlover408,"San Jose, CA",7,False,,,0.0,0.0,1.0,0.0,0.0,neutral,
